question,label,label_int
Kapan sebaiknya saya melakukan perubahan paket layanan internet saya?,information,0.0
Min reset FUP tanggal berapa,information,0.0
Saya ingin merubah skema penggunaan modem saya saat ini dari sewa menjadi beli apakah bisa?,information,0.0
Jika saya melakukan pembelian modem apakah biaya sewa yang selama ini dikenakan akan hilang? dan apa keuntungan yang pelanggan dapatkan dari melakukan pembelian modem?,information,0.0
Kalau berhenti berlangganan gimana caranya,information,0.0
Biaya relokasi berapa min?,information,0.0
Apakah ada garansi pergantian modem jika terjadi kerusakan jika saya baru melakukan pembelian modem?,information,0.0
Berapa lama waktu yang dibutuhkan untuk melakukan pembelian modem?,information,0.0
"Jika saya tetap menggunakan modem dengan skema, dan terjadi kerusakan pada modem, apakah bisa dilakukan perbaikan atau pergantian untuk modemnya?",information,0.0
ada garansi untuk perangkat Set top Box untuk Biznet IPTV ga min,information,0.0
"Internet saya sangat lambat, apakah dapat dibantu dioptimalkan?",information,0.0
Untuk perubahan paket layanan membutuhkan waktu berapa lama?,information,0.0
"Min saya sewa modem biznet, tapi pengen ganti modem baru bisa engga?",information,0.0
Apakah mybiznet sudah tersedia di playstore atau appstore?,information,0.0
Bagaimana cara login ke MyBiznet apakah ada tutorial atau langkah langkahnya?,information,0.0
"Saya ingin melakukan relokasi, namun untuk lokasi baru saya belum tercakup jaringan internet biznet, apa yang harus saya lakukan?",information,0.0
Min cara liat ID pembayaran dimana,information,0.0
"Saya melakukan salah bayar tagihan hanya karena salah 1 digit saat memasukan nomor billing ID, apakah ada solusi?",information,0.0
"Saya melakukan pembayaran tagihan internet Biznet namun nominal nya kelebihan, apakah pembayaran saya tetap di proses?",information,0.0
Cara memblokir pengguna wifi gimana,information,0.0
Berapa harga perbulan untuk layanan IPTV dan apakah saya perlu melakukan pembelian alatnya?,information,0.0
Ada berapa channel yang tersedia pada layanan IPTV Biznet?,information,0.0
Min kalau saya pake perangkat modem temen saya bisa ga? sama sama biznet,information,0.0
"Halo, bagaimana cara berlangganan?",information,0.0
"layanan saya Biznet 3D, saat akses game cukup lambat, namun akses youtube normal, ada solusinya ga?",problem,2.0
apakah Deco M4 TP-Link Mesh bisa digunakan untuk bangunan bertingkat?,information,0.0
saya mau topup,request,1.0
saya mau renewal,request,1.0
itu (kuota FUP) kapan resetnya,information,0.0
Apakah saya bisa datang langsung datang ke cabang Biznet terdekat dari lokasi saya untuk menanyakan terkait ingin melakukan pendaftaran jaringan internet Biznet dirumah saya?,information,0.0
"ow gitu coy, kalo masih lambat gimana",problem,2.0
Internet saya down bisa di cek?,problem,2.0
apakah jika modem rusak bisa diganti dengan yang baru?,information,0.0
apakah bisa request untuk pembayaran setiap ditanggal tertentu?,information,0.0
bagimana prosedur berhenti berlangganan IPTV?,information,0.0
bagimana cara add on extra kouta?,information,0.0
channel tv yang tersedia dibiznet apa saja?,information,0.0
apakah jaringan biznet bisa dikomersilkan?,information,0.0
Apakah ada diskon untuk pembelian modem?,information,0.0
cara request perapihan kabel,information,0.0
jika modem saya rusak apa indikasinya?,information,0.0
apakah akun kompliment jika ingin relokasi dikenakan biaya?,information,0.0
layanan IPTV dapat channel apa saja?,information,0.0
jika saya ingn tambah mikrotik apakah bisa?,information,0.0
saya ingin ubah layanan apakah bisa dibantu,information,0.0
bagaimana cara optimalkan jaringan secara mandiri?,information,0.0
bagaimana jika saya putus jaringan sebelum masa kontrak?,information,0.0
bagaimana saya tahu wifi saya diretas orang lain?,information,0.0
apakah modem biznet support 6G?,information,0.0
apakah jika saya pindah ke malaysia jaringan Biznet saya bisa ikut dipindah?,information,0.0
apakah biznet ada paket yang harganya 150.000?,information,0.0
apakah saya bisa ubah nomor telepon?,information,0.0
apakah ada promo perpanjangan layanan?,information,0.0
Apakah layanan metronet bisa untuk rumahan?,information,0.0
jika saya pakai paket gamers apakah IP yang saya dapat akan berubah ubah?,information,0.0
kalau saya pakai IP Public Dynamic akan terreset per kapan?,information,0.0
"jika saya tidak bayar bulanan selama 1 bulan, apakah akunnya masih bisa dilanjutkan?",information,0.0
jika kabel modem saya putus karna digigit tikus apakah perbaikannya akan berbayar?,information,0.0
apakah biznet ada kompensasi jika internet saya mati berhari2?,information,0.0
apakah boleh saya reset modemnya?,information,0.0
internet saya lambat sekali kalau akses ke google.com,problem,2.0
kenapa lan saya tidak terhubung ke port 1 modem?,information,0.0
apakah biznet bisa blok 1 web?,information,0.0
apakah teknisi biznet bisa setting router tambahan saya?,information,0.0
apakah biznet menyewakan stb?,information,0.0
promo ada ?,information,0.0
kira kira 8+4 kapan tersedia nya ya?,information,0.0
mau promo 2+1,request,1.0
Internet down min,problem,2.0
mo ganti paket,information,0.0
saya mau beli quota,request,1.0
Inet down,problem,2.0
kendala lambat,problem,2.0
berapa harga pemasangan awal untuk layanan biznet home internet 1d untuk wilayah depok,information,0.0
Kapan untuk perluasan cakupan area Biznet yang saat ini belum tercover?,information,0.0
saya mau relokasi,request,1.0
Ciri ciri tiang biznet warna apa soalnya ada tiang miring dijalanan?,information,0.0
Harga paket 0D berapa?,information,0.0
aKlau remote IPTV rusak order kembali biayanya berapa?,information,0.0
Kalo harga paket 1D berapa?,information,0.0
Cara cek nomor SN biznet dimana?,information,0.0
Kalo harga paket 2D berapa?,information,0.0
Biznet apakah bisa berlangganan untuk lokasi high rise?,information,0.0
Kalo harga paket gamers 3D berapa?,information,0.0
Apakah biznet home sudah menggunakan kabel fiber optic?,information,0.0
PPN nya berapa persen min?,information,0.0
Estimasi kendala internet down untuk kunjungan berapa lama?,information,0.0
Apakah Biznet menjual perangkat router tambahan untuk support jangakuan koneksinya?,information,0.0
"Kalo mau pasang, apakah ada biaya pasang min?",information,0.0
Mau relokasi,request,1.0
Harga paket 0D berapa min?,information,0.0
kalo harga paket 1D berapa min?,information,0.0
kalo harga paket 2D berapa min?,information,0.0
"kalo untuk main game, cocoknya paket apa ya min?",information,0.0
Sebutkan alasan kenapa saya harus pakai layanan Biznet?,information,0.0
Apakah biznet menyediakan wifi portable?,information,0.0
Kira kira kalau Biznet maintenance apakah customer mendapatkan notifikasinya?,information,0.0
Kalau Saya mendapatkan Ping tinggi karena lambat apakah bisa dilakukan visit langsung?,information,0.0
Paket apa yang tersedia untuk daerah sulawesi min?,information,0.0
Berikan alasan keapa kunjungan visit saya melebihi estimasi 1x24 jam atas kendala internet down?,information,0.0
Sebutkan nama merk modem Biznet?,information,0.0
Nomor customer service Biznet berapa min? saya mau telpon,information,0.0
Apakah kabel indihome lama bisa di pakai untuk kabel internet?,information,0.0
sudah restart masih lambat,problem,2.0
Untuk layanan Home apakah FUP atau unlimited?,information,0.0
Bisa informasikan dikenakan  berapa pajak pada layanan Biznet?,information,0.0
Apakah Harga layanan Biznet berubah-ubah?,information,0.0
Bagaimana langkah-langkah saya untuk konfirgurasi modem secara mandiri?,information,0.0
Bisa informasikan cara berlangganan?,information,0.0
Apakah bisa downgrade layanan dari Biznet Metronet ke Biznet Home?,information,0.0
Mau mengadukan layanan.,request,1.0
Internet lambat banget,problem,2.0
ada promo,information,0.0
internet lambat,problem,2.0
halo internet saya down sejak semalam,problem,2.0
paket 1D berpa ?,information,0.0
biaya pasang baru berapa?,information,0.0
Biaya relokasi biznet home?,information,0.0
promo 2d home modem buy berapa?,information,0.0
paket 1D,information,0.0
harga paket 1d,information,0.0
cara berhenti berlangganan,information,0.0
harga modem,information,0.0
cara berlangganan,information,0.0
apakah ada denda berlangganan?,information,0.0
Kenapa layanan IPTV untuk channel HBO tidak ada?,information,0.0
tanggal berapa biasanya akan terdebet untuk kartu kredit yang terdaftar di biznet?,information,0.0
tanggal berapa biasanya dilakukan pembayaran auto debet untuk kartu kredit yang terdaftar di Biznet?,information,0.0
Berapa jenis paket gamers biznet?,information,0.0
Apakah akan dikenakan biaya tambahan jika alamat instalasi menggunakan jalur kabel bawah tanah?,information,0.0
Hi kalo ingin ikut promo 3+1 gmn cara nya?,information,0.0
putus sambung,problem,2.0
daftar biznet home,information,0.0
Apakah saya bisa bekerja di Biznet,information,0.0
"Terima kasih, apakah kamu tahu Biznet didirikan oleh siapa?",information,0.0
Internet saya ga gacor nih lambat mulu,problem,2.0
ganti paket,information,0.0
Cara pendaftaran,information,0.0
mohon info paket apa saja,information,0.0
Lambat,problem,2.0
Sudah dilakukan semua tapi masih lambat,problem,2.0
Ada kendala di lokasi saya apa tidak ya,information,0.0
Internet Saya Down loss merah,problem,2.0
saya mau tanya harga bulanan,request,1.0
berapa harga bulanan paket saya,information,0.0
saya ingin pasang baru alkun tambahan,information,0.0
apakah bisa?,information,0.0
saya mau tau harga paket saya,request,1.0
sudah tapi masih lambat,problem,2.0
apakah berarti paket saya gratis?,information,0.0
apakah saya bisa menggunakan promo untuk paket saya?,information,0.0
"ok, apakah saya sebaiknya ganti ISP saja?",information,0.0
ok pakte apa yang kamu sarankan?,information,0.0
berapa bandwidth paket yang saya gunakan?,information,0.0
harga paling murah berapa?,information,0.0
Harga modem berapa ?,information,0.0
Jenis paket layanan biznet home,information,0.0
harga promo biznet ada?,information,0.0
Owh oje kalok di tambah router bisa gak ?,information,0.0
cara pilih nya gimana,information,0.0
Mau pesen lewat cs dong,request,1.0
kalau mau beli promo 3+1 gimaa caranya,information,0.0
Oke saya sekarang mau beli promo,request,1.0
Lsyanan saya expired kapan ?,information,0.0
Ciri tiang biznet apa ya ?,information,0.0
Berapa nomer va saya?,information,0.0
Ada promo apa aja ya,information,0.0
Untuk paket apa aja ?,information,0.0
Klo kuota abis bagaimana ?,information,0.0
Untuk password apps nya apa ?,information,0.0
Dan aplikasi wifi analyzernya apa ?,information,0.0
Ini gimana caranya,information,0.0
Cara liat jumlah penggunanya gimana,information,0.0
Username dan pass adminnya apa ?,information,0.0
Cara mengganti paket gimana,information,0.0
Saya mau pasang di banten bis acek coveratge ?,request,1.0
saya mau tanya untuk caranya gimana?,information,0.0
Paket apa saja pilhannya ?,information,0.0
Terus klaok dinpekan baru bisa oakek paket apa ?,information,0.0
"Di modem saya ada los merah nih, harus ngapain ya?",information,0.0
Paket apa aja yg tersedia ?,information,0.0
Pasang baru berapa?,information,0.0
Cara mengajukan pergantian modem bagaimana?,information,0.0
Estimasi kunjungan teknisi biasanya kapan?,information,0.0
Estimasi relokasi biasaya berapa hari?,information,0.0
internet saya lambat cuma dapet 10mbps,problem,2.0
Saya mau cek promo yang tersedia hari ini layanan Biznet Home.,request,1.0
Apakah harga layanan Biznet Home flat?,information,0.0
cara melakukan ping dan tracert itu bagaimana?,information,0.0
Apakah Biznet buka lowongan untuk magang?,information,0.0
"Layanan internet saya lambat, boleh diinformasikan penyebab dan solusinya?",information,0.0
kalo ingin terminasi gimana caranya?,information,0.0
estimasi layanan jika melakukan terminasi berapa lama?,information,0.0
Saya ingin mengetahui cara cek IP layanan Biznet home saya.,information,0.0
Promo saat ini apa aja?,information,0.0
apakah tidak ada promo 2+1?,information,0.0
"Internet saya untuk bermain game genshin impact ping tinggi, apakah ada solusi?",information,0.0
jika ingin mengetahui ip yang saya gunakan bagaimana?,information,0.0
Boleh diinformasikan paket Gamers ada apa saja?,information,0.0
reset FUP biasanya dilakukan kapan?,information,0.0
"Saya ada keperluan ganti paket tapi masih panjang masa aktifnya, apakah bisa diproses sekarang?",information,0.0
jika ada los merah pada modem saya itu kenapa?,information,0.0
saya ingin melakukan pembayaran bisa lewat mana saja?,information,0.0
"Saya mau terminasi layanan, bagainmana prosesnya?",request,1.0
Relokasi apabila tidak tercover bagaimana?,information,0.0
bisa diinformasikan VA untuk bank yang tersedia?,information,0.0
"Internet saya tidak stabil, apakah ada kendala?",information,0.0
Apakah kecepatan Internet Biznet Home tetap konstan sepanjang waktu?,information,0.0
Bisakah saya menggunakan layanan Biznet Home untuk bisnis/perusahaan?,information,0.0
Apakah Terdapat Garansi pada Perangkat Smart Internet WiFi ?,information,0.0
"Layanan saya terkendala down, estimasi perbaikannya kapan ya?",information,0.0
bagaimana cara cek ping dan tracert?,information,0.0
Latency untuk layanan biznet home normalnya berapa ya?,information,0.0
Apa yang memengaruhi latency tinggi?,information,0.0
Apakah ada rekomendasi penggunaan tipe kabel LAN?,information,0.0
Modem Biznet tipenya apa saja?,information,0.0
Rekomendasi perangkat tambahan untuk memperluas jangkauan wifi apakah ada?,information,0.0
"Jika tidak tercover alamat saya, biasanya sampai kapan harus menunggu?",information,0.0
Jangkauan sinyal wifi biznet optimalnya berapa?,information,0.0
Apakah ada ketentuan untuk berlangganan kembali,information,0.0
Apakah ada ketentuan untuk rekoneksi layanan yang sudah lama tidak dibayarkan?,information,0.0
karena internet down,problem,2.0
mau beli add on,request,1.0
mau beli kuota,request,1.0
mau beli quota,request,1.0
harga paket 0D,information,0.0
harga paket 2D,information,0.0
saya mau beli promo,request,1.0
harga paket 3D,information,0.0
harga paket 0DS,information,0.0
harga paket 1DS,information,0.0
harga paket 2DS,information,0.0
harga paket 3DS,information,0.0
harga paket 0DW,information,0.0
harga paket 1DW,information,0.0
harga paket 2DW,information,0.0
harga paket 3DW,information,0.0
harga paket 1DN,information,0.0
harga paket 2DN,information,0.0
harga paket 3DN,information,0.0
berapa harga pembelian modem,information,0.0
berapa harga modem menyewa,information,0.0
apakah jika berlangganan dikenakan masa kontrak,information,0.0
"bagaimana jika ingin perpindahan modem, namun alamat barunya tidak tercakup",information,0.0
bagaimana cara perpindahan modem ke lokasi yang baru,information,0.0
Apakah biznet menyediakan layanan dengan TV channel,information,0.0
Apakah ada channel HBO,information,0.0
apakah ada garansi pembelian modem di awal,information,0.0
berapa harga STB,information,0.0
apakah ada garansi untuk pembelian STB,information,0.0
apakah biznet memiliki tanggal jatuh tempo,information,0.0
apakah yang akan terjadi jika sudah melewati masa tenggang,information,0.0
"jika status akun sudah terminasi, apakah bisa berlangganan lagi?",information,0.0
saya mau relokasi ke dalung,request,1.0
eh gajadi saya mau upgrade aja ke paket gamers,request,1.0
apakah akan dikenakan biaya?,information,0.0
apakah akan dikenakan denda jika ada keterlambatan pembayaran,information,0.0
apakah layanan biznet memiliki kompensasi,information,0.0
lalu bagaimana jika kendalanya lama teratasi dan tidak ada kompensasi,information,0.0
apakah download dan uploadnya simetris,information,0.0
apakah bisa menambahkan akun dengan data yang sama,information,0.0
"bagaimana jika ada kesalahan pembayaran, apakah bisa direfund",information,0.0
apakah bisa melakukan pergantian paket,information,0.0
apakah bisa melakukan pergantian data,information,0.0
apakah jika dilakukan perbaikan teknisi ke lokasi dikenakan biaya,information,0.0
berapa lama estimasi perbaikan gangguan,information,0.0
Apakah dikenakan biaya jika ingin perubahan paket,information,0.0
berapa hari perhitungan masa aktif,information,0.0
berapa harga pembelian modem layanan home?,information,0.0
apakah biznet memiliki promo pembayaran,information,0.0
Berapa biaya untuk pengajuan relokasi?,information,0.0
apakah bisa memanggil teknisi biznet untuk memasangkan router tambahan,information,0.0
Berapa biaya untuk pengecekan layanan di luar segmentasi biznet?,information,0.0
Berapa Bandiwdth yang didapatkan di paket Biznet Home 1D?,information,0.0
kendala jaringan internet modem los merah,information,0.0
bagiamana cara cek FUP paket?,information,0.0
apakah biznet home mengeluarkan invoice,information,0.0
bagaimana cara mengetahui jika ada gangguan,information,0.0
cara ganti password secara mandiri?,information,0.0
biaya per bulan berapa?,information,0.0
cara order promo secara mandiri?,information,0.0
paket internet dan tv berapa per bulan?,information,0.0
IP apa yang saya dapatkan jika berlangganan layanan Biznet Gamer 3D?,information,0.0
penyebab jaringan slow?,problem,2.0
Berapa harga layanan IPTV?,information,0.0
apakah biznet melakukan pemblokiran IP tertentu,information,0.0
apakah ganti paket akan mengakumulasikan masa aktif yang sedang berjalan?,information,0.0
Bagaimana untuk perhitungan masa aktif layanan?,information,0.0
order promo yang tersedia saat ini?,information,0.0
Bagaimana untuk perhitungan kouta internet kita?,information,0.0
bagaimana jika kita telat melakukan pembayaran apakah adanya denda?,information,0.0
Apakah bisa melakukan berhenti berlangganan apabila masih dalam masa kontrak?,information,0.0
Apakah bisa menggunakan DNS selain dari Biznet?,information,0.0
Cara ganti password mandiri gimana?,information,0.0
halo saya mau beli quota lagi,request,1.0
mau beli promo,request,1.0
mau ganti paket,information,0.0
mau order promo,request,1.0
lambat banget main ayodance,problem,2.0
Apakah saya bisa berlangganan hanya 3 bulan saja dengan skema modem menyewa?,information,0.0
"Hallo siang, saya mau berhenti berlangganan karena mau pindah alamat",request,1.0
"Hallo, saya mau tanya mengapa masa aktif habisnya tidak selalu sama dan terkadang maju ?",request,1.0
"Jika ingin reloksi ke alamat barun dan alamat baru saya sudah tercakup, syaratnya apa saja?",information,0.0
"Jika saya melakukan pergantian paket dan masa aktif saya masih tersisa dipaket sebelumnya, apakah sisa masa aktif tersebut akan hangus?",information,0.0
"Saya ingin melakukan pembayaran dengan promo tetapi masa aktif saya masih sampai dengan 30 Desember 2024, apakah jika saya melakukan pembayaran hari ini masa aktif akan terkakumulasi?",information,0.0
Apakah bisa dinformasikan untuk Type modem yang disediakan oleh biznet?,information,0.0
Jika berlangganan dengan skema modem membeli apakah ada garansi modemnya?,information,0.0
Mohon diinformasikan promo apa saja yang berlaku saat ini untuk pelanggan lama?,information,0.0
Untuk layanan Biznet Home apakah menyedaiakan invoice pembayaran?,information,0.0
Apakah layanan Biznet Home mempunyai SLA apabila internetnya down?,information,0.0
"Saya ingin melakukan pergantian data nama akun, sayarat nya bisa diinformasikan apa saja?",information,0.0
Harga paket 1D berapa?,information,0.0
Apakah Biznet menyediakan layanan internet untuk sekolah?,information,0.0
Untuk pengaduan bisa diinformasikan melalui apa saja saat ini?,information,0.0
Untuk estimasi kunjungan perbaikan dengan teknisi berapa lama?,information,0.0
berapa harga produk di biznet,information,0.0
Apakah biaya installasi awal setiap daerah berbeda?,information,0.0
"Akun saya sebelumnya sudah terminated dengan skema modem membeli lalu ingin berlangganan kembali, apakah modemnya dapat digunkan kembali?",information,0.0
harga paket 2D berapa?,information,0.0
Bagaimana cari ganti password wifi?,information,0.0
Apakah dikenakan kontrak berlangganan untuk layanan Biznet Home?,information,0.0
Mohon diinformasikan untuk metode pembayaran layanan Biznet bisa melalui apa saja?,information,0.0
Bagaimana Cara sembunyikan SSID wifi?,information,0.0
"Berapa jarak jangkauan signal wifi 2,4 Ghz?",information,0.0
Berapa jarak jangkauan signal wifi 5 Ghz?,information,0.0
Berapa harga promo 3+1 daerah kota surabaya?,information,0.0
Berapa harga promo 6+2 daerah Yogyakarta?,information,0.0
Berapa harga promo 9+3 daerah Bandung?,information,0.0
Berapa harga promo 12+5 daerah Jakarta selatan?,information,0.0
Berapa lama Masa aktif layanan Biznet Home?,information,0.0
Berapa lama masa tenggang layanan Biznet Home?,information,0.0
Harga add on IPTV?,information,0.0
Bagaimana cara restart modem?,information,0.0
"Jika ingin pindah alamat, namun lokasi baru tidak tercakup, bagaimana?",information,0.0
Penyebab jaringan lambat karena apa?,information,0.0
cara membeli add on kuota?,information,0.0
Kalo beli modem harganya berapa ya??,information,0.0
saya mau complaint,request,1.0
Internet aga lambat,problem,2.0
mau beli etra quota,request,1.0
mau beli extra quota,request,1.0
apakah palmerah jakarta tercover,information,0.0
harga modem biznet home,information,0.0
cara login my biznet,information,0.0
tidak saya ingin membeli modem biznet baru,information,0.0
biznet home,information,0.0
saya maut ambah modem,information,0.0
Mau ke cs,request,1.0
saya mau ubah paket,request,1.0
ubah paket ke 3D,information,0.0
saya mau terhubung dengan cs,request,1.0
Terus kalok promo ada gak?,information,0.0
Paketnya apa aja ya?,information,0.0
Kalok bolej tau reminder pembayaran dikirim kapan ?,information,0.0
Apakah tidak ada promo beli modem ?,information,0.0
Cara bayar via mandiri,information,0.0
Cara download aplikasi my biznet dimana ?,information,0.0
Cara diwnload aplikasi my biznet domana?,information,0.0
Biaya pasang baru biznet berapa ?,information,0.0
Kalok mau ngjuin sponsor kemana ?,request,1.0
Kalok mau langganan caranya gemana ?,information,0.0
Oke biatanya berapa ?,information,0.0
Saya mau pasang di soe,request,1.0
Oke cara belinya gmn ?,information,0.0
Kalok harga paket 0d brrapa?,information,0.0
Oke terus kapan reminder pembayaran dikirim?,information,0.0
Oke lalu kalok modem saya los merah saya harus apa ?,information,0.0
Apa aladan saya pilih biznet home ?,information,0.0
Terus kalok benefit 0d apa aja yg bisa saya dapet ?,information,0.0
Masa kontrak berlaku berapa lama ?,information,0.0
saya mau ganti paket,request,1.0
internet di rumah tidak bisa dipake,information,0.0
harga 1D,information,0.0
"Mau tanya tentang Biznet Home, ada paket apa ajaa?",information,0.0
Paket termahal Biznet Home apa ya?,information,0.0
Paket termahal apa ya?,information,0.0
Totalin harga untuk ini berapa? sewa modem,information,0.0
Kalo modem sewa totalnya berapa?,information,0.0
kalo beli modem?,information,0.0
aku pasang baru,information,0.0
saya mau pasang baru dengan beli modem dan paket Biznet Home 3D,request,1.0
mau pindah lokasi,request,1.0
proses nya berapa lama?,information,0.0
Kalau saya terhalang sekat bagaimana Kak? soalnya modemnya jauh dari area yang saya gunakan,information,0.0
Internet saya ngga bisa digunakan,information,0.0
saya mau pindah,request,1.0
Kalau ada gangguan area perbaikannya sampai kapan?,information,0.0
berapa hari tuh proses nya,information,0.0
kenapa koneksi internet saya up down?,information,0.0
klo saya mau terminasi gimana?,information,0.0
Ada promo pembayaran?,information,0.0
Paket 3 Plus 1 hargfanya berapa?,information,0.0
Area Jawa ada paket apa saja?,information,0.0
Massa aktif saya sampai kapan?,information,0.0
Gimana caranya?,information,0.0
Buat pake akun MyBiznet log innya bagaimana?,information,0.0
Promo saat ini?,information,0.0
Internet saya terputus putus,information,0.0
saya mau cek jumlah perangkat yg terhubung ke modem saya,information,0.0
mau ganti paket gimana caranya,information,0.0
Masa aktif saya hingga 2025 ya. Apakah bisa mengikuti salah satu promo tersebut?,information,0.0
internet saya slow,problem,2.0
Jadi baiknya gimana om?,information,0.0
Internet saya terputus putus tiap malam,problem,2.0
Apakah ada promo tahunan?,information,0.0
Kenapa lokasi saya gak bisa pake biznet?,information,0.0
Untuk prosesnya berapa lama?,information,0.0
Internet mati ni,problem,2.0
"min saya rencana mau pindah rumah, apakah tetap bisa berlangganan layanan biznetnya?",information,0.0
promo 3+1 berapa,information,0.0
untuk biaya relokasi itu berapa ya min?,information,0.0
promo 6+2 berapa,information,0.0
untuk pengecekan jaringan sudah tercover atau belum bagaimana ya?,information,0.0
Cara relokasi bagaimana?,information,0.0
Berapa lama prosesnya?,information,0.0
Berapa biaya relokasi?,information,0.0
bagaimana cara cek cakupan area?,information,0.0
Internet saya up and down,problem,2.0
Bagaimana apabila alamat baru tidak tercakup untuk relokasi?,information,0.0
Request dong mau ikut promo,request,1.0
mau tanya paket,request,1.0
kalau dirumah pakai smart tv dan cctv pakai yang mana ya?,information,0.0
ada promo apa bulan ini?,information,0.0
Kalau karena internet lambat apakah ada penalty untuk terminasi?,information,0.0
baru berlangganan,information,0.0
Saya mau tanya pembayaran biznet bisa apa saja.,information,0.0
biznet home yang berapa ya?,information,0.0
mau tanya cakupan min,request,1.0
berapa harga layanan Biznet Home Internet 1D,information,0.0
apakah bisa diinformasikan status perangkat modem saya ini sewa atau beli?,information,0.0
berapa lama massa kontrak berlangganan biznet?,information,0.0
mau nanya desember ini ada promo apaan aja ya?,information,0.0
apakah biznet home tercover area cibinong?,information,0.0
lagi ada promo apa yah?,information,0.0
saat ini internet ku down,problem,2.0
Berapa harga 1 unit IPTV?,information,0.0
Mau ikut promo bisa,request,1.0
selain itu ada promo apa lagi? itu doang?,information,0.0
ada paket apa saja di biznet home?,information,0.0
Kalau kendala internet mati saya harus bagaimana?,information,0.0
cara berlangganan baru bagaimana?,information,0.0
apakah dapat ip publik?,information,0.0
apakah pembayarannya bisa menggunakan kartu kredit?,information,0.0
mau ganti paket ke Biznet Home yang lebih tinggi,information,0.0
gak ada promo spesial tahun baru?,information,0.0
kalau pasang baru apa dapat promo juga?,information,0.0
Saya mau ubah nama wifi,request,1.0
ada paket paling murah berapa?,information,0.0
"Kalau tidak ada lampu merah LOS, namun lampu PON berkedip, apa yang harus saya lakukan?",information,0.0
Apakah tidak ada promo tahun baru?,information,0.0
apakah ada promo khusus untukku?,information,0.0
biznet home 0dn,information,0.0
cara daftar nya gimana?,information,0.0
Promo apa yang saat ini tersedia?,information,0.0
Kalo mau relokasi dong,request,1.0
Inet saya down,problem,2.0
tahun depan ppn nya berapa? 11% atau 12%,information,0.0
bisa diinformasikan biaya bulanan saya saat ini berapa?,information,0.0
berapa lama proses intalasinya?,information,0.0
Mau bayar,request,1.0
Bagaimana cara cek ping dan tracert apabila ada kendala akses website?,information,0.0
mau tanya paket yang available apa ajaa ya?,information,0.0
sebutkan cara yang lengkap untuk pergantian data,information,0.0
cara bayar biznet home ?,information,0.0
kabel nya ada yang putus kaya nya min,problem,2.0
apa ada kontak sales yang bisa saya hubungi?,information,0.0
"Kalau ada kendala akses aplikasi, apakah perlu cek ping dan tracert juga?",information,0.0
bayar dengan cara di cicil apakah bisa ?,information,0.0
apakah ada promo 6+6?,information,0.0
bayar dengan cara hutang ?,information,0.0
jadi bagaimana cara termudah untuk dapat saya order promo tersebt,information,0.0
"selain kartu kredit, pembayarannya bisa menggunakan apa aja ya?",information,0.0
Apakah ada promo 2+1,information,0.0
bagaimana cek ping dan tracert aplikasi di android?,information,0.0
apakah bisa untuk relokasi?,information,0.0
maksimal penarikan kabel berapa meter,information,0.0
Username sama pass loginnya apa ?,information,0.0
"masih kemahalan promonya, ada promo yang lebih murah nggk?",information,0.0
bagaimana kalo tagihan belum dibayarkan ?,information,0.0
saya mau promo yang 2+1 ada nggak?,information,0.0
"Siang, saya Ganjar saya mau berlangganan layanan internet dan TV untuk dirumah saya. Di Biznet ini layanannya apa saja ya?",information,0.0
Lambat internet,problem,2.0
saya buka dari aplikasinya kok ada?,information,0.0
Mau bulanan saja,request,1.0
boleh dibantu promo apa saja yang berlaku?,information,0.0
"saya ingin melakukan pembayaran namun nama yang tertera pada virtual account saya tidak sesuai, saya harus bagaimana",information,0.0
"ok, kalau tempat saya untuk rt rw net apa bisa dipasang?",information,0.0
Bagaimana cara ganti ssid dan password wifi?,information,0.0
kalau untuk kantor apa bisa pakai biznet home?,information,0.0
kalau ruko apa bisa pakai biznet home?,information,0.0
ada promo gak?,information,0.0
kalau metode pembayarannya bisa dengan apa saja?,information,0.0
cara pembayaran mebbunakan livin mandiri,information,0.0
cara bayar,information,0.0
Saya sudah bayar tapi internetnya belum bisa digunakan. Kenapa ya?,information,0.0
berapa maksimal power modem min?,information,0.0
pemasangan baru promo tahunan jadi berapa?,information,0.0
cara lain ada ngga,information,0.0
kalau dengan cicilan kartu kredit apakah bisa?,information,0.0
mau terhubung ke CS,request,1.0
kalau 9+3 jadi berapa?,information,0.0
kalo internet saya sering lamabt knp?,information,0.0
Apakah bisa melakukan pembayaran dengan kartu kredit?,information,0.0
promo untuk tahun depan apa ya?,information,0.0
apa ada paket dengan tv?,information,0.0
tidak ada promo free biaya instalasi?,information,0.0
harganya berapa?,information,0.0
apa bisa mendaftarkan autodebet untuk pembayaran biznet?,information,0.0
Saya mau yang layanan Home internet 1D,request,1.0
Cara bayar tokopedia,information,0.0
status akunnya gimana?,information,0.0
"Saya tidak bisa bayat, Infonya no anda tidak terdaftar,",information,0.0
mau order paket internet biznet di banten,request,1.0
Saya membutuhkan layanan internet dengan penggunaan IP Static apakah Biznet menyediakan?,information,0.0
berapa hari estimasi pemasangan?,information,0.0
kalau terdaftar autodebet apakah tetap bisa mengikuti promo?,information,0.0
apakah ada sales yang bisa saya hubungi?,information,0.0
bagaimana cara untuk pemutusan jaringan?,information,0.0
mau tanya paket yang available apa ajaa yaa untuk area jakarta?,information,0.0
Kalau terdaftar autodebet bagaimana langkah untuk terminasi?,information,0.0
